ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
-0.34466386,-1.0894711,-1.2510774,0.47172147,2.024116,0.28810635,-1.3561968,0.23493768,1.2126818,-0.2796134,0.38727754,0.7264472,4
-0.3147282,-1.0869366,-1.2524337,0.4751733,2.0241182,0.2887399,-1.355378,0.23552838,1.2102909,-0.28090796,0.38741472,0.72623,4
-0.31307703,-1.083474,-1.2513577,0.47513032,2.0241191,0.28842404,-1.3563726,0.23532347,1.2101809,-0.28046542,0.38751262,0.725156,4
-0.30224863,-1.0802201,-1.2520773,0.47776917,2.0241182,0.28812087,-1.3557668,0.23598878,1.2115618,-0.28307876,0.387583,0.72266066,4
-0.2772303,-1.0790646,-1.2523503,0.47741324,2.02412,0.28821504,-1.3562267,0.23598076,1.2120086,-0.2837221,0.38763335,0.72131336,4
-0.28570092,-1.0796816,-1.2492539,0.47613987,2.0241184,0.28843367,-1.3549079,0.23502322,1.2117121,-0.28237754,0.38766944,0.72078854,4
-0.26994112,-1.0806613,-1.250506,0.47495472,2.0241184,0.28805825,-1.3557898,0.23559004,1.2133597,-0.28021482,0.38773268,0.721661,4
-0.26930976,-1.082909,-1.2512565,0.47498485,2.0241177,0.28880617,-1.3560041,0.23552826,1.2145228,-0.27839226,0.3877484,0.7187611,4
-0.28307208,-1.085494,-1.2535697,0.47426203,2.0241206,0.28881234,-1.3564366,0.23590253,1.2150072,-0.28253603,0.38775197,0.71495706,4
-0.26856598,-1.0882535,-1.2545147,0.4735977,2.0241208,0.28815606,-1.3569095,0.23604797,1.2153339,-0.28213736,0.38775447,0.71395737,4
-0.29472256,-1.0901971,-1.2535497,0.47338018,2.0241187,0.28803915,-1.3573571,0.23564261,1.2164054,-0.28015733,0.38801742,0.7154075,4
-0.34290832,-1.0917242,-1.253802,0.47508964,2.024118,0.28842363,-1.3552133,0.23610575,1.216683,-0.27870587,0.38814887,0.71310496,4
-0.38200417,-1.0928184,-1.2532821,0.47762564,2.02412,0.288845,-1.3547981,0.23605314,1.2157106,-0.27769184,0.3880703,0.71207947,4
-0.41001767,-1.0936023,-1.2523657,0.47666243,2.0241187,0.2884714,-1.355799,0.23554048,1.2144359,-0.27721187,0.38798276,0.71200573,4
-0.43008953,-1.0941643,-1.2524807,0.47455952,2.0241203,0.28786367,-1.3570923,0.23551771,1.2129459,-0.2805786,0.38791987,0.7122465,4
-0.4434574,-1.0943986,-1.252587,0.4751078,2.0241199,0.28787118,-1.3568034,0.2357054,1.2115325,-0.28018665,0.3878745,0.71634847,4
-0.46099985,-1.0945113,-1.252649,0.47052225,2.0241177,0.28837383,-1.3569473,0.23548017,1.2124054,-0.28059003,0.38806635,0.7176351,4
-0.4936948,-1.094386,-1.2522802,0.4725716,2.0241177,0.28828377,-1.3562808,0.23548973,1.2133394,-0.27925038,0.38810137,0.71734494,4
-0.52311057,-1.0937557,-1.2551332,0.4735514,2.0241191,0.2888038,-1.3561745,0.23616041,1.2130315,-0.2773485,0.38802063,0.71699035,4
-0.53834236,-1.0918947,-1.2551943,0.4757103,2.0241163,0.28928384,-1.3556371,0.23634434,1.2119788,-0.27616063,0.3879842,0.7168271,4
-0.5709841,-1.0896201,-1.2555244,0.47737324,2.0241222,0.28886524,-1.3554364,0.2368123,1.2120138,-0.27627462,0.3879288,0.7194282,4
-0.6076228,-1.0868787,-1.2553536,0.47685087,2.0241191,0.28924316,-1.3555517,0.23670155,1.2113527,-0.28037015,0.38788128,0.7186777,4
-0.63983697,-1.083655,-1.254445,0.4755257,2.024121,0.2893423,-1.3554451,0.23649548,1.211002,-0.28296065,0.387847,0.7221071,4
-0.66673833,-1.0802902,-1.2531824,0.4746592,2.0241196,0.2882308,-1.3563331,0.23607664,1.2123632,-0.28062743,0.38782272,0.72272366,4
-0.6648352,-1.0785083,-1.2525051,0.47681847,2.024118,0.28797498,-1.3552428,0.23593606,1.2140347,-0.28083593,0.38787952,0.7244201,4
-0.658871,-1.0774013,-1.25322,0.47951666,2.0241187,0.28802332,-1.3537014,0.2362412,1.2157755,-0.28061247,0.38786164,0.72332716,4
-0.66843164,-1.0788276,-1.2544254,0.47950557,2.0241165,0.28848785,-1.3536128,0.23646845,1.217965,-0.2787728,0.38794488,0.72615886,4
-0.6786197,-1.0815947,-1.2545389,0.4761816,2.0241199,0.28878838,-1.3537215,0.2364767,1.2181364,-0.27701914,0.38799098,0.7292229,4
-0.7048726,-1.0846511,-1.254184,0.4761615,2.0241134,0.28820342,-1.3545862,0.23624858,1.2178785,-0.2764764,0.3879413,0.72884244,4
-0.7280832,-1.0875382,-1.2534615,0.4758281,2.0241182,0.28744018,-1.3556676,0.23595335,1.2185434,-0.27710694,0.38789022,0.72425944,4
-0.75067145,-1.0898015,-1.25529,0.47767177,2.0241191,0.2879108,-1.3553331,0.23645052,1.2173702,-0.27609664,0.3878534,0.723457,4
-0.7622266,-1.0914407,-1.2551304,0.47709778,2.024123,0.28820017,-1.3558562,0.23622572,1.2163953,-0.2752724,0.38782734,0.7231486,4
-0.76298034,-1.0926152,-1.254113,0.47345805,2.0241196,0.28825,-1.3555094,0.2357359,1.2161156,-0.27498046,0.3878084,0.724991,4
-0.76764274,-1.0934569,-1.2524256,0.47512627,2.0241196,0.28841406,-1.3550187,0.23535411,1.2152926,-0.27457666,0.3873847,0.7241273,4
-0.7721335,-1.09406,-1.2529974,0.47699457,2.0241137,0.28843027,-1.3541613,0.2355119,1.2158557,-0.2767018,0.3874047,0.7249228,4
-0.77828544,-1.0947973,-1.2533354,0.4763903,2.0241199,0.28811544,-1.3545631,0.2354598,1.2165524,-0.28174582,0.38750547,0.72690934,4
-0.7891811,-1.0952234,-1.254376,0.47826478,2.0241163,0.28838742,-1.3540072,0.23606478,1.2173505,-0.28591102,0.38757798,0.7252083,4
-0.8128986,-1.0949389,-1.2534258,0.47673216,2.024123,0.2875686,-1.3552325,0.23570381,1.2163401,-0.28373984,0.3872193,0.7240742,4
-0.8376007,-1.0939518,-1.2528589,0.47617015,2.02412,0.2881657,-1.3542587,0.2356816,1.2172558,-0.2836485,0.38680133,0.725702,4
-0.8617227,-1.0923827,-1.2532394,0.47738153,2.0241199,0.2882198,-1.3546096,0.2359944,1.2185041,-0.28358626,0.38697103,0.7245586,4
-0.8797379,-1.090135,-1.2538855,0.47685492,2.0241191,0.28897113,-1.3551948,0.23593758,1.2196548,-0.28318232,0.38723215,0.72357523,4
-0.88207763,-1.087071,-1.2558142,0.47429815,2.0241187,0.288947,-1.3567077,0.23646235,1.2209929,-0.2822244,0.38739008,0.7242638,4
-0.8920227,-1.0835853,-1.2565641,0.47300962,2.024122,0.28913912,-1.3572458,0.23642991,1.2212859,-0.280791,0.3874951,0.72757965,4
-0.8988452,-1.0808988,-1.2559031,0.4720376,2.0241182,0.28963408,-1.3556895,0.23614477,1.2215829,-0.27905846,0.38757047,0.7258234,4
-0.9052983,-1.0794237,-1.2568516,0.4742668,2.024121,0.2899363,-1.354934,0.23650016,1.2218101,-0.27761346,0.38762444,0.7251261,4
-0.9019809,-1.0789043,-1.2555809,0.47482705,2.024118,0.2894607,-1.3553638,0.23626815,1.2217203,-0.27561513,0.3868424,0.72695404,4
-0.86681473,-1.0800133,-1.2565867,0.47574288,2.0241184,0.28954688,-1.3556136,0.23689698,1.2200689,-0.27517593,0.38651946,0.7297169,4
-0.8128534,-1.0822381,-1.2540078,0.4788923,2.0241168,0.28939894,-1.3546271,0.23648192,1.2209016,-0.27556494,0.38678452,0.73155063,4
-0.7544094,-1.0849326,-1.2554916,0.47359118,2.024125,0.28992838,-1.3567086,0.2367501,1.2233423,-0.2791866,0.38706142,0.73251456,4
-0.70767105,-1.0877938,-1.2555953,0.47538272,2.0241196,0.29018158,-1.3553848,0.23659079,1.2222584,-0.28230253,0.3872597,0.7310555,4
-0.6792761,-1.0900022,-1.2560887,0.47224402,2.0241213,0.28984174,-1.357507,0.236416,1.2211101,-0.2838428,0.387439,0.7298415,4
-0.6542126,-1.0915844,-1.2575939,0.47338635,2.0241172,0.28944868,-1.3567791,0.23674653,1.2228051,-0.28336874,0.38757548,0.7274826,4
-0.60986316,-1.0927184,-1.2571341,0.4720288,2.024119,0.28913122,-1.3571738,0.23645249,1.2244167,-0.28276673,0.38774768,0.7279223,4
-0.55894524,-1.0938082,-1.2572064,0.47522983,2.0241215,0.28930184,-1.3554524,0.23686086,1.2261839,-0.28143948,0.38781235,0.72857374,4
-0.56104106,-1.0943702,-1.2548252,0.47376344,2.024121,0.28891933,-1.3544549,0.2359768,1.2266364,-0.2793935,0.38780555,0.7268794,4
-0.5738157,-1.0947144,-1.2550852,0.47292772,2.0241199,0.28895804,-1.3559424,0.23603073,1.2261953,-0.2791752,0.38779306,0.7227007,4
-0.56840855,-1.0946834,-1.2549989,0.47340345,2.0241227,0.28942916,-1.3566613,0.23617244,1.2247185,-0.27858263,0.3879331,0.7175683,4
-0.5684768,-1.094464,-1.2557212,0.47507113,2.0241187,0.28931227,-1.3564515,0.23646283,1.2243927,-0.2811259,0.38806492,0.7143097,4
-0.5536806,-1.093362,-1.2539624,0.47760767,2.0241163,0.28926343,-1.3551325,0.23590374,1.2256428,-0.2810178,0.38801026,0.71210444,4
-0.558073,-1.0912691,-1.2524984,0.474209,2.02412,0.2891474,-1.3549054,0.23566777,1.2259787,-0.2804349,0.3879395,0.71097296,4
-0.56804717,-1.0886753,-1.2541802,0.47283968,2.0241206,0.28874448,-1.3560864,0.23586039,1.2270737,-0.2789984,0.3878888,0.715352,4
-0.5732978,-1.0855252,-1.2546592,0.47466007,2.0241215,0.28910854,-1.3552561,0.23598377,1.2266418,-0.27791643,0.38792703,0.7162901,4
-0.5794638,-1.0818409,-1.255084,0.47422346,2.0241199,0.2885417,-1.3556852,0.23598671,1.2265942,-0.276765,0.38811958,0.7180908,4
-0.5916271,-1.0788103,-1.2556058,0.47496423,2.0241168,0.28865436,-1.3557855,0.23645332,1.2289071,-0.2784017,0.38813958,0.7191279,4
-0.59388256,-1.0772477,-1.2554429,0.4754947,2.024118,0.28839985,-1.355881,0.23646869,1.2284526,-0.2783448,0.38812244,0.71718955,4
-0.59800893,-1.0779831,-1.2553406,0.4761485,2.0241203,0.28915438,-1.3541509,0.23649523,1.2281893,-0.2780954,0.38803563,0.7154453,4
-0.6052038,-1.0800107,-1.2567115,0.47836888,2.0241177,0.28960508,-1.3540417,0.23725025,1.229414,-0.27996558,0.38795775,0.7157499,4
-0.6047792,-1.0825914,-1.2561723,0.47767866,2.0241206,0.28931472,-1.3547536,0.23674874,1.2299589,-0.2828817,0.38790202,0.7157119,4
-0.60859746,-1.0853771,-1.2567586,0.47788048,2.0241175,0.2898767,-1.3548361,0.2369821,1.2299492,-0.2836111,0.387862,0.7163517,4
-0.6040997,-1.0878642,-1.2554957,0.47608614,2.0241175,0.28972375,-1.3556113,0.23673739,1.2294784,-0.2812877,0.38783342,0.7214336,4
-0.6007843,-1.0899107,-1.2538983,0.47622952,2.0241163,0.28968835,-1.3533764,0.2361188,1.2304533,-0.28032702,0.38680562,0.72155845,4
-0.600439,-1.0915015,-1.2548146,0.47716367,2.0241191,0.28996035,-1.3533483,0.23660137,1.2324289,-0.27936438,0.386901,0.7192214,4
-0.6051576,-1.0926311,-1.2539257,0.47633782,2.0241187,0.28954607,-1.3543026,0.23621903,1.231948,-0.2786854,0.38715285,0.7169299,4
-0.603642,-1.0934623,-1.2536222,0.47703087,2.0241165,0.2887813,-1.3544792,0.2359496,1.23158,-0.2792935,0.38732505,0.7155274,4
-0.6021564,-1.0940083,-1.2543033,0.47765505,2.0241184,0.28890187,-1.3548912,0.23642915,1.2332987,-0.2809003,0.3874858,0.71786106,4
-0.60420305,-1.0944433,-1.2557011,0.4746497,2.0241208,0.29003584,-1.3551197,0.23647386,1.2325885,-0.27978468,0.38757154,0.7181323,4
-0.59958184,-1.0944338,-1.2544882,0.47325498,2.024119,0.2900916,-1.3561119,0.23620717,1.2310259,-0.27858815,0.38762516,0.72249395,4
-0.5776681,-1.093663,-1.2559603,0.47473386,2.0241196,0.28940377,-1.3556931,0.23648733,1.2307329,-0.27882576,0.38766372,0.72598547,4
-0.5336067,-1.0921597,-1.2564522,0.47497392,2.0241184,0.28951305,-1.3555784,0.23662949,1.230878,-0.27823478,0.38769123,0.7263279,4
-0.45908973,-1.0895809,-1.257265,0.47657874,2.0241222,0.28905982,-1.3545699,0.2367971,1.2309769,-0.27805543,0.3872261,0.72632617,4
-0.40695524,-1.0869248,-1.2576944,0.476745,2.024118,0.28901032,-1.3544854,0.2368997,1.231174,-0.2812698,0.3872754,0.72302806,4
-0.3501674,-1.0831624,-1.2575349,0.47522315,2.0241168,0.2892532,-1.353868,0.23683271,1.2305642,-0.28059968,0.38741294,0.7197485,4
-0.2978392,-1.0801809,-1.2570299,0.47484148,2.024123,0.28953037,-1.3550481,0.23679432,1.2317059,-0.27860764,0.38751155,0.71671706,4
-0.2588407,-1.078062,-1.2573436,0.4785383,2.0241203,0.28958738,-1.3538321,0.23720033,1.2313229,-0.2775174,0.38758227,0.7203538,4
-0.22586669,-1.0769879,-1.2572331,0.48004872,2.024121,0.29015183,-1.3534606,0.23711652,1.2297076,-0.27934784,0.38763264,0.72397137,4
-0.19279432,-1.07695,-1.2570326,0.47905698,2.0241187,0.28944686,-1.3540843,0.23689441,1.2323079,-0.27937973,0.3876691,0.72605723,4
-0.16774689,-1.0776125,-1.2561933,0.4747106,2.0241208,0.28986797,-1.3544854,0.23661545,1.2344229,-0.280542,0.3872847,0.73012435,4
-0.15366034,-1.079758,-1.2565042,0.47752964,2.024119,0.28953797,-1.3534331,0.23686005,1.2339189,-0.2817779,0.38733327,0.73002356,4
-0.13933289,-1.0827332,-1.256384,0.4765446,2.0241208,0.28885975,-1.354032,0.2364113,1.2323675,-0.28144777,0.3874544,0.7273467,4
-0.1317787,-1.0858206,-1.2558666,0.47506797,2.0241234,0.28962216,-1.3548694,0.23627658,1.2332088,-0.2799642,0.3875412,0.7282221,4
-0.1279996,-1.0884902,-1.2583429,0.47455353,2.0241163,0.29026824,-1.3553388,0.23671971,1.2351782,-0.28124166,0.38778985,0.7259431,4
-0.1296608,-1.0904398,-1.2566282,0.47410598,2.024124,0.29026318,-1.3556184,0.23618731,1.2347708,-0.28294155,0.38782093,0.7244953,4
-0.13173555,-1.0918864,-1.2572725,0.4723858,2.0241203,0.29026705,-1.3558452,0.23646475,1.2334965,-0.28075856,0.38784128,0.72250384,4
-0.13447979,-1.0929346,-1.2562904,0.4748878,2.024122,0.28937933,-1.3553593,0.23663831,1.2345762,-0.27858913,0.38805026,0.7192568,4
-0.13545442,-1.0935748,-1.2562672,0.4756585,2.0241227,0.2890977,-1.3551996,0.23669143,1.2338238,-0.27932146,0.38823926,0.71635514,4
-0.13504891,-1.09401,-1.2555245,0.47739157,2.024119,0.28881386,-1.3543842,0.2364767,1.2341827,-0.27843243,0.38818818,0.7201072,4
-0.13458116,-1.0940999,-1.2563995,0.47424144,2.0241232,0.28947693,-1.3558788,0.23644367,1.2349845,-0.2796573,0.38811207,0.72182363,4
-0.13592316,-1.0930908,-1.2547476,0.47077745,2.0241163,0.2888941,-1.3556874,0.23557457,1.2357072,-0.27903876,0.38802028,0.7210703,4
-0.13178875,-1.0910966,-1.2565762,0.46899596,2.0241196,0.28928864,-1.3571912,0.23588157,1.2365202,-0.27809715,0.38794667,0.71820927,4
-0.12725684,-1.0885575,-1.2543261,0.46978447,2.02412,0.28898445,-1.357406,0.2354106,1.2360185,-0.2780627,0.38789415,0.7166163,4
-0.13356337,-1.0849137,-1.2565063,0.4714624,2.0241177,0.28949407,-1.3571433,0.23619281,1.2366071,-0.27727252,0.38785627,0.72008747,4
-0.13718186,-1.0810971,-1.2555429,0.47198212,2.0241213,0.28927734,-1.357282,0.23582001,1.2382854,-0.2772554,0.38782912,0.72096163,4
-0.13915522,-1.0782642,-1.2552966,0.47044265,2.0241225,0.2888443,-1.3565292,0.2359626,1.2405484,-0.27809814,0.3878845,0.72356766,4
-0.15775661,-1.0757525,-1.2544894,0.46969974,2.0241168,0.28946608,-1.3576852,0.23568091,1.2403768,-0.27839717,0.3880142,0.7254807,4
-0.16423178,-1.0749017,-1.2545351,0.47140637,2.0241137,0.289468,-1.3571972,0.23582771,1.2400174,-0.2774062,0.38801134,0.7255057,4
-0.18384695,-1.0748754,-1.2551718,0.47119927,2.0241213,0.28996605,-1.357356,0.23644459,1.240298,-0.27794185,0.3879481,0.7281422,4
-0.19566001,-1.0760978,-1.25672,0.47355685,2.0241213,0.2905713,-1.3558562,0.23661417,1.2392871,-0.27855566,0.38796952,0.7257572,4
-0.20749716,-1.0790234,-1.256461,0.4738506,2.024119,0.28962708,-1.3557035,0.23638031,1.2400064,-0.27934802,0.3879263,0.72574705,4
-0.21695244,-1.0815,-1.2549558,0.47104797,2.0241187,0.28868178,-1.355763,0.23593955,1.2407223,-0.27880174,0.38795382,0.7224039,4
-0.21534345,-1.0847453,-1.2554674,0.4730251,2.024115,0.28901276,-1.3556345,0.23597768,1.2409611,-0.27967975,0.38791487,0.7230039,4
-0.23421885,-1.0876862,-1.2569443,0.47200906,2.0241227,0.28980923,-1.3570005,0.23654728,1.2406368,-0.28038332,0.3878713,0.72684777,4
-0.23892942,-1.0898856,-1.256052,0.4715987,2.024119,0.29015824,-1.3576672,0.2362858,1.2389864,-0.28050637,0.38783985,0.7283327,4
-0.2470196,-1.0914118,-1.2564543,0.4698542,2.0241182,0.2901387,-1.3586863,0.23637718,1.2381432,-0.28081307,0.38785484,0.7247982,4
-0.2623739,-1.0925771,-1.2559493,0.46633828,2.0241187,0.29001206,-1.3585473,0.23588389,1.2396383,-0.27949017,0.38783592,0.72304374,4
-0.28134364,-1.0929579,-1.2573794,0.46978343,2.0241156,0.29018953,-1.3570728,0.23665676,1.2410231,-0.2790673,0.38800132,0.72241145,4
-0.31680393,-1.0929369,-1.2567995,0.47191238,2.0241184,0.29007876,-1.3560455,0.2362864,1.2400512,-0.27890527,0.3881589,0.7239266,4
-0.3301989,-1.0923259,-1.2563144,0.4715679,2.024121,0.28982452,-1.356603,0.23623627,1.2399877,-0.2789862,0.38827178,0.7235049,4
-0.38748762,-1.0912439,-1.2558274,0.47352004,2.0241184,0.28929704,-1.3560648,0.2363058,1.2392919,-0.2792931,0.38816637,0.72246605,4
-0.42381915,-1.0894972,-1.2552782,0.47339815,2.024123,0.28898668,-1.3554661,0.23602949,1.2391132,-0.27819973,0.38805133,0.72350085,4
-0.46544242,-1.08676,-1.2567806,0.47444978,2.024119,0.28888997,-1.3548588,0.23672515,1.2400645,-0.2788155,0.38796917,0.7258153,4
-0.502601,-1.0826923,-1.2568135,0.47321922,2.0241199,0.28888538,-1.3562704,0.2368416,1.2390575,-0.2782147,0.38790986,0.7280873,4
-0.5140046,-1.0788918,-1.2548038,0.47295856,2.0241208,0.28871578,-1.3566935,0.23605093,1.2391502,-0.27843457,0.38786772,0.72584987,4
-0.5322286,-1.0763128,-1.2549978,0.47087714,2.0241184,0.2878212,-1.3577646,0.23613258,1.2402072,-0.27768198,0.387912,0.72541624,4
-0.5443448,-1.0745732,-1.2552937,0.4751483,2.0241153,0.28798363,-1.3553653,0.23633765,1.2411562,-0.28299233,0.38792202,0.7273168,4
-0.52246714,-1.0732274,-1.2547655,0.47203302,2.02412,0.28776294,-1.355127,0.23622721,1.2422286,-0.282285,0.38788414,0.72763103,4
-0.4640412,-1.073849,-1.2550888,0.47520113,2.0241158,0.28861,-1.354001,0.23646292,1.242869,-0.28219938,0.38788664,0.72758573,4
-0.3880718,-1.0756327,-1.254223,0.47007313,2.0241182,0.2885609,-1.3572773,0.23570268,1.2425448,-0.2796898,0.38789594,0.7233144,4
-0.32051778,-1.0787033,-1.2571509,0.4698933,2.0241203,0.28920418,-1.3577989,0.2363702,1.2420517,-0.27804166,0.38786557,0.7198435,4
-0.26968315,-1.081376,-1.2574594,0.47034067,2.0241191,0.2889273,-1.3579327,0.23624794,1.2414608,-0.27714002,0.38783592,0.7176101,4
-0.23308161,-1.0844855,-1.2537442,0.47070983,2.0241206,0.2879538,-1.3560799,0.23539267,1.2420354,-0.2763557,0.38740435,0.71537495,4
-0.20475896,-1.0869318,-1.2549826,0.47199234,2.024119,0.28890297,-1.356048,0.23612776,1.2426014,-0.2751834,0.38786808,0.7148757,4
-0.18611942,-1.0890396,-1.2554352,0.47257882,2.0241172,0.28900456,-1.3559517,0.23615123,1.2445474,-0.27496195,0.38786808,0.71860105,4
-0.1702713,-1.0905982,-1.2563673,0.47226673,2.024114,0.2898439,-1.3562394,0.23649026,1.2435076,-0.27549386,0.38787022,0.720894,4
-0.15661937,-1.0918201,-1.2556748,0.47189882,2.0241184,0.28952888,-1.3563265,0.23630004,1.2420431,-0.27549446,0.3873965,0.7243797,4
-0.1494175,-1.0925804,-1.254097,0.47278473,2.024121,0.2891824,-1.3558437,0.23579058,1.2433183,-0.276665,0.38749975,0.7226188,4
-0.14739195,-1.092541,-1.2543079,0.47032833,2.0241182,0.28968295,-1.3557925,0.23583713,1.2438564,-0.27629292,0.3875737,0.71900094,4
-0.14647152,-1.0923957,-1.2543882,0.47249448,2.0241199,0.28937727,-1.3557432,0.23615031,1.2438709,-0.27801606,0.38762692,0.7165448,4
-0.14581206,-1.0909595,-1.2546933,0.4743237,2.0241187,0.28923118,-1.3555813,0.23601562,1.2443763,-0.27833873,0.3876648,0.7197872,4
-0.1453393,-1.0879848,-1.255091,0.47587603,2.0241196,0.28924128,-1.3548968,0.23594192,1.2450052,-0.2820982,0.38769194,0.7205089,4
-0.15841508,-1.0844753,-1.2551007,0.4743205,2.0241177,0.28879523,-1.3557266,0.23595387,1.2454573,-0.28346106,0.38774875,0.7197413,4
-0.19199334,-1.0806341,-1.251893,0.46970028,2.0241196,0.2886887,-1.3563479,0.23512474,1.2456352,-0.28258878,0.387872,0.7231314,4
-0.207989,-1.077176,-1.2524216,0.47145605,2.0241182,0.28831518,-1.355626,0.23497629,1.2458013,-0.28105226,0.3879013,0.7277283,4
-0.22476158,-1.0746818,-1.2534834,0.46881896,2.0241222,0.28849226,-1.3573394,0.23551714,1.2463136,-0.2810954,0.38790667,0.7296902,4
-0.2392988,-1.0727457,-1.2534208,0.47016084,2.0241191,0.289214,-1.3569196,0.23556787,1.2471447,-0.27999768,0.38794774,0.7256628,4
-0.24276574,-1.0716285,-1.2551718,0.47229668,2.0241196,0.289616,-1.3562664,0.2364909,1.2468843,-0.28105384,0.38791057,0.7250979,4
-0.2504534,-1.0715305,-1.2546408,0.47090092,2.0241222,0.28872544,-1.3558642,0.23596397,1.2464519,-0.2825494,0.38786808,0.72362083,4
-0.24689715,-1.0734262,-1.255684,0.47186112,2.0241175,0.28982624,-1.3558509,0.23633423,1.2461737,-0.2826128,0.3878377,0.72254884,4
-0.2572277,-1.0761422,-1.2561178,0.47166404,2.0241208,0.29013446,-1.3565352,0.23626651,1.2453295,-0.28037742,0.38781592,0.72152394,4
-0.26152772,-1.0791255,-1.2553636,0.47270194,2.0241191,0.28904465,-1.3561552,0.23637903,1.2443844,-0.27904072,0.3878002,0.7197488,4
-0.2997513,-1.0819939,-1.2566614,0.47193477,2.0241191,0.28940773,-1.356496,0.23657928,1.2437843,-0.2777373,0.38801277,0.71687734,4
-0.35747164,-1.0850542,-1.2564756,0.4731565,2.0241191,0.28967378,-1.3557129,0.236433,1.2444263,-0.2771101,0.38810065,0.7177091,4
-0.41324872,-1.0872955,-1.2579226,0.4688572,2.0241163,0.28960833,-1.3561821,0.23659311,1.2474369,-0.2768709,0.38810244,0.72003865,4
-0.46195742,-1.0887612,-1.257596,0.47058514,2.0241172,0.29023755,-1.3558512,0.2366892,1.247545,-0.2777944,0.388096,0.7225988,4
-0.49785432,-1.0895385,-1.2578006,0.4726602,2.0241213,0.2899986,-1.3553944,0.23681149,1.2477353,-0.27884603,0.3880167,0.72545314,4
-0.530194,-1.0900148,-1.2577914,0.47200626,2.0241153,0.28978688,-1.3562257,0.23651023,1.2491435,-0.27996302,0.38794416,0.72501576,4
-0.54136765,-1.0891017,-1.2576174,0.47165665,2.0241206,0.28966802,-1.3569509,0.23658894,1.2514305,-0.27951732,0.387892,0.7280205,4
-0.5486398,-1.0878233,-1.2564248,0.4698206,2.0241196,0.28990602,-1.3560898,0.23614372,1.252169,-0.2807292,0.38785484,0.73147774,4
-0.561837,-1.0861096,-1.2554064,0.47285712,2.0241187,0.28913903,-1.355061,0.23605852,1.251515,-0.28066385,0.38782805,0.7282961,4
-0.577917,-1.0830926,-1.2551184,0.47306493,2.0241184,0.28834093,-1.3552123,0.23586874,1.2511,-0.2819425,0.38780913,0.72276866,4
-0.5850506,-1.0794199,-1.2559305,0.473585,2.0241206,0.28835833,-1.3549547,0.23636793,1.2510841,-0.28122392,0.3879074,0.7205022,4
-0.5890114,-1.0765424,-1.2575086,0.47213677,2.024121,0.28887463,-1.3555834,0.23689462,1.2517015,-0.28247124,0.38796383,0.7204177,4
-0.5964612,-1.0734261,-1.2556036,0.47362554,2.0241199,0.2878855,-1.3548436,0.2360778,1.251222,-0.28481156,0.38792202,0.71943516,4
-0.594807,-1.0716645,-1.2558472,0.47451848,2.0241163,0.28829706,-1.3533143,0.23635574,1.2510644,-0.28373668,0.3878763,0.7195798,4
-0.5936186,-1.0701878,-1.2558695,0.47585472,2.024121,0.28813118,-1.3535368,0.23649444,1.2524154,-0.28057447,0.3878438,0.7185793,4
-0.58222103,-1.0691923,-1.2563413,0.47658667,2.0241227,0.28852063,-1.354001,0.23668157,1.2522247,-0.2792921,0.38785735,0.7163984,4
-0.5595987,-1.0689245,-1.2567217,0.47761208,2.0241182,0.28847012,-1.3536886,0.2365974,1.2508385,-0.27861825,0.38791236,0.71394956,4
-0.55130273,-1.0699581,-1.2555118,0.47652468,2.0241177,0.28848106,-1.3542273,0.23634218,1.2503792,-0.28589627,0.3881092,0.7119087,4
-0.53750926,-1.0727144,-1.2537291,0.47255328,2.024115,0.28819093,-1.3543591,0.23555212,1.2490964,-0.28633803,0.3883561,0.71423507,4
-0.49909395,-1.0757302,-1.2545203,0.47185972,2.024121,0.28892088,-1.3550079,0.23557614,1.2528383,-0.28402686,0.38836214,0.7163444,4
-0.42701006,-1.0791415,-1.2553356,0.47159782,2.0241199,0.28904217,-1.3552946,0.235912,1.2545458,-0.2838284,0.38825247,0.7154746,4
-0.35036513,-1.0823472,-1.2539186,0.47277838,2.024119,0.2886641,-1.3550153,0.23580967,1.2539942,-0.28450266,0.38819566,0.717306,4
-0.29065037,-1.0846722,-1.2534512,0.47444838,2.024113,0.28918403,-1.354648,0.2356795,1.2563351,-0.28249153,0.3881628,0.7176322,4
-0.24592051,-1.0865979,-1.2542286,0.46979398,2.0241234,0.28927773,-1.3557124,0.23594315,1.2583002,-0.27927065,0.38813922,0.7165259,4
-0.21351662,-1.0878978,-1.2529644,0.47240588,2.0241199,0.29006913,-1.3551979,0.23568536,1.2596009,-0.27748373,0.38804778,0.7140364,4
-0.19197527,-1.088106,-1.2556729,0.47242472,2.0241227,0.28980237,-1.3558028,0.23654191,1.2597848,-0.27723137,0.38800347,0.71354616,4
-0.17395906,-1.087443,-1.2557046,0.47306547,2.0241177,0.29027686,-1.3557746,0.23663029,1.258603,-0.27739713,0.38805455,0.714292,4
-0.1604316,-1.0868274,-1.2554506,0.47380906,2.0241213,0.2896094,-1.3551993,0.23628932,1.2584852,-0.2763585,0.3879949,0.7124695,4
-0.15367238,-1.0849435,-1.2559214,0.47257707,2.0241175,0.28896406,-1.3556257,0.23637955,1.2573508,-0.27684256,0.38792846,0.7105722,4
